"DateTime","Players","Average Players"
"2025-05-09 16:10:00",34994,
"2025-05-09 16:20:00",34608,
"2025-05-09 16:30:00",34121,
"2025-05-09 16:40:00",33775,
"2025-05-09 16:50:00",33381,
"2025-05-09 17:00:00",33069,25634
"2025-05-09 17:10:00",32616,
"2025-05-09 17:20:00",32269,
"2025-05-09 17:30:00",31968,
"2025-05-09 17:40:00",31529,
"2025-05-09 17:50:00",31202,
"2025-05-09 18:00:00",31062,25794
"2025-05-09 18:10:00",30712,
"2025-05-09 18:20:00",30505,
"2025-05-09 18:30:00",30278,
"2025-05-09 18:40:00",30265,
"2025-05-09 18:50:00",30172,
"2025-05-09 19:00:00",30146,25909
"2025-05-09 19:10:00",30073,
"2025-05-09 19:20:00",30065,
"2025-05-09 19:30:00",30039,
"2025-05-09 19:40:00",30008,
"2025-05-09 19:50:00",29890,
"2025-05-09 20:00:00",29844,26017
"2025-05-09 20:10:00",29784,
"2025-05-09 20:20:00",29730,
"2025-05-09 20:30:00",29668,
"2025-05-09 20:40:00",29713,
"2025-05-09 20:50:00",29506,
"2025-05-09 21:00:00",29236,26149
"2025-05-09 21:10:00",28956,
"2025-05-09 21:20:00",28941,
"2025-05-09 21:30:00",28633,
"2025-05-09 21:40:00",28486,
"2025-05-09 21:50:00",28236,
"2025-05-09 22:00:00",27920,26296
"2025-05-09 22:10:00",27600,
"2025-05-09 22:20:00",27269,
"2025-05-09 22:30:00",26962,
"2025-05-09 22:40:00",26614,
"2025-05-09 22:50:00",26314,
"2025-05-09 23:00:00",26110,26397
"2025-05-09 23:10:00",25734,
"2025-05-09 23:20:00",25767,
"2025-05-09 23:30:00",25716,
"2025-05-09 23:40:00",25616,
"2025-05-09 23:50:00",25567,
"2025-05-10 00:00:00",25623,26464
"2025-05-10 00:10:00",25603,
"2025-05-10 00:20:00",25717,
"2025-05-10 00:30:00",25622,
"2025-05-10 00:40:00",25808,
"2025-05-10 00:50:00",26149,
"2025-05-10 01:00:00",26459,26565
"2025-05-10 01:10:00",26570,
"2025-05-10 01:20:00",26901,
"2025-05-10 01:30:00",27185,
"2025-05-10 01:40:00",27643,
"2025-05-10 01:50:00",28196,
"2025-05-10 02:00:00",28401,26726
"2025-05-10 02:10:00",28671,
"2025-05-10 02:20:00",29254,
"2025-05-10 02:30:00",29622,
"2025-05-10 02:40:00",29745,
"2025-05-10 02:50:00",29910,
"2025-05-10 03:00:00",30014,26915
"2025-05-10 03:10:00",30098,
"2025-05-10 03:20:00",30232,
"2025-05-10 03:30:00",30126,
"2025-05-10 03:40:00",30102,
"2025-05-10 03:50:00",30079,
"2025-05-10 04:00:00",30069,27169
"2025-05-10 04:10:00",29894,
"2025-05-10 04:20:00",29751,
"2025-05-10 04:30:00",29680,
"2025-05-10 04:40:00",29592,
"2025-05-10 04:50:00",29451,
"2025-05-10 05:00:00",29232,27476
"2025-05-10 05:10:00",28935,
"2025-05-10 05:20:00",28596,
"2025-05-10 05:30:00",28439,
"2025-05-10 05:40:00",28070,
"2025-05-10 05:50:00",27963,
"2025-05-10 06:00:00",27638,27830
"2025-05-10 06:10:00",27306,
"2025-05-10 06:20:00",26933,
"2025-05-10 06:30:00",26593,
"2025-05-10 06:40:00",26312,
"2025-05-10 06:50:00",26046,
"2025-05-10 07:00:00",25784,28173
"2025-05-10 07:10:00",25471,
"2025-05-10 07:20:00",25192,
"2025-05-10 07:30:00",24769,
"2025-05-10 07:40:00",24454,
"2025-05-10 07:50:00",24100,
"2025-05-10 08:00:00",23860,28480
"2025-05-10 08:10:00",23532,
"2025-05-10 08:20:00",23318,
"2025-05-10 08:30:00",23291,
"2025-05-10 08:40:00",23284,
"2025-05-10 08:50:00",23152,
"2025-05-10 09:00:00",22966,28744
"2025-05-10 09:10:00",22786,
"2025-05-10 09:20:00",22756,
"2025-05-10 09:30:00",22695,
"2025-05-10 09:40:00",22586,
"2025-05-10 09:50:00",22560,
"2025-05-10 10:00:00",22461,28941
"2025-05-10 10:10:00",22380,
"2025-05-10 10:20:00",22419,
"2025-05-10 10:30:00",22458,
"2025-05-10 10:40:00",22655,
"2025-05-10 10:50:00",23006,
"2025-05-10 11:00:00",23272,29102
"2025-05-10 11:10:00",23989,
"2025-05-10 11:20:00",24483,
"2025-05-10 11:30:00",25105,
"2025-05-10 11:40:00",25705,
"2025-05-10 11:50:00",26275,
"2025-05-10 12:00:00",27141,29417
"2025-05-10 12:10:00",28036,
"2025-05-10 12:20:00",29051,
"2025-05-10 12:30:00",30304,
"2025-05-10 12:40:00",31379,
"2025-05-10 12:50:00",32377,
"2025-05-10 13:00:00",33176,29599
"2025-05-10 13:10:00",33846,
"2025-05-10 13:20:00",34606,
"2025-05-10 13:30:00",35692,
"2025-05-10 13:40:00",36764,
"2025-05-10 13:50:00",37289,
"2025-05-10 14:00:00",37763,29725
"2025-05-10 14:10:00",38178,
"2025-05-10 14:20:00",38845,
"2025-05-10 14:30:00",39373,
"2025-05-10 14:40:00",39371,
"2025-05-10 14:50:00",39864,
"2025-05-10 15:00:00",39916,29847
"2025-05-10 15:10:00",39829,
"2025-05-10 15:20:00",39628,
"2025-05-10 15:30:00",39137,
"2025-05-10 15:40:00",39050,
"2025-05-10 15:50:00",38806,
"2025-05-10 16:00:00",38324,29958
"2025-05-10 16:10:00",37968,
"2025-05-10 16:20:00",37780,
"2025-05-10 16:30:00",37484,
"2025-05-10 16:40:00",37174,
"2025-05-10 16:50:00",36617,
"2025-05-10 17:00:00",35802,30057
"2025-05-10 17:10:00",35612,
"2025-05-10 17:20:00",35293,
"2025-05-10 17:30:00",34905,
"2025-05-10 17:40:00",34748,
"2025-05-10 17:50:00",34523,
"2025-05-10 18:00:00",34058,30170
"2025-05-10 18:10:00",33637,
"2025-05-10 18:20:00",33583,
"2025-05-10 18:30:00",33470,
"2025-05-10 18:40:00",33345,
"2025-05-10 18:50:00",33382,
"2025-05-10 19:00:00",33295,30292
"2025-05-10 19:10:00",33101,
"2025-05-10 19:20:00",32986,
"2025-05-10 19:30:00",32916,
"2025-05-10 19:40:00",32712,
"2025-05-10 19:50:00",32673,
"2025-05-10 20:00:00",32509,30396
"2025-05-10 20:10:00",32355,
"2025-05-10 20:20:00",32243,
"2025-05-10 20:30:00",32226,
"2025-05-10 20:40:00",32051,
"2025-05-10 20:50:00",31961,
"2025-05-10 21:00:00",31698,30493
"2025-05-10 21:10:00",31485,
"2025-05-10 21:20:00",31182,
"2025-05-10 21:30:00",30844,
"2025-05-10 21:40:00",30577,
"2025-05-10 21:50:00",30128,
"2025-05-10 22:00:00",29683,30564
"2025-05-10 22:10:00",29180,
"2025-05-10 22:20:00",28971,
"2025-05-10 22:30:00",28504,
"2025-05-10 22:40:00",27998,
"2025-05-10 22:50:00",27721,
"2025-05-10 23:00:00",27324,30614
"2025-05-10 23:10:00",26902,
"2025-05-10 23:20:00",26568,
"2025-05-10 23:30:00",26311,
"2025-05-10 23:40:00",26086,
"2025-05-10 23:50:00",25809,
"2025-05-11 00:00:00",25537,30594
"2025-05-11 00:10:00",25313,
"2025-05-11 00:20:00",25347,
"2025-05-11 00:30:00",25365,
"2025-05-11 00:40:00",25416,
"2025-05-11 00:50:00",25464,
"2025-05-11 01:00:00",25753,30567
"2025-05-11 01:10:00",25876,
"2025-05-11 01:20:00",26176,
"2025-05-11 01:30:00",26630,
"2025-05-11 01:40:00",26961,
"2025-05-11 01:50:00",27381,
"2025-05-11 02:00:00",27760,30558
"2025-05-11 02:10:00",28213,
"2025-05-11 02:20:00",28753,
"2025-05-11 02:30:00",29090,
"2025-05-11 02:40:00",29345,
"2025-05-11 02:50:00",29572,
"2025-05-11 03:00:00",29645,30558
"2025-05-11 03:10:00",29688,
"2025-05-11 03:20:00",29882,
"2025-05-11 03:30:00",29822,
"2025-05-11 03:40:00",30086,
"2025-05-11 03:50:00",30203,
"2025-05-11 04:00:00",30315,30569
"2025-05-11 04:10:00",30252,
"2025-05-11 04:20:00",30288,
"2025-05-11 04:30:00",30218,
"2025-05-11 04:40:00",30200,
"2025-05-11 04:50:00",30079,
"2025-05-11 05:00:00",30053,30603
"2025-05-11 05:10:00",29853,
"2025-05-11 05:20:00",29618,
"2025-05-11 05:30:00",29245,
"2025-05-11 05:40:00",29159,
"2025-05-11 05:50:00",28704,
"2025-05-11 06:00:00",28401,30635
"2025-05-11 06:10:00",28209,
"2025-05-11 06:20:00",28120,
"2025-05-11 06:30:00",27848,
"2025-05-11 06:40:00",27796,
"2025-05-11 06:50:00",27570,
"2025-05-11 07:00:00",27217,30697
"2025-05-11 07:10:00",26896,
"2025-05-11 07:20:00",26707,
"2025-05-11 07:30:00",26505,
"2025-05-11 07:40:00",26394,
"2025-05-11 07:50:00",26162,
"2025-05-11 08:00:00",25946,30788
"2025-05-11 08:10:00",25619,
"2025-05-11 08:20:00",25422,
"2025-05-11 08:30:00",25267,
"2025-05-11 08:40:00",25103,
"2025-05-11 08:50:00",24977,
"2025-05-11 09:00:00",24727,30867
"2025-05-11 09:10:00",24605,
"2025-05-11 09:20:00",24443,
"2025-05-11 09:30:00",24279,
"2025-05-11 09:40:00",24053,
"2025-05-11 09:50:00",23850,
"2025-05-11 10:00:00",23704,30912
"2025-05-11 10:10:00",23548,
"2025-05-11 10:20:00",23445,
"2025-05-11 10:30:00",23520,
"2025-05-11 10:40:00",23671,
"2025-05-11 10:50:00",23903,
"2025-05-11 11:00:00",24289,30964
"2025-05-11 11:10:00",24753,
"2025-05-11 11:20:00",25298,
"2025-05-11 11:30:00",25852,
"2025-05-11 11:40:00",26694,
"2025-05-11 11:50:00",27289,
"2025-05-11 12:00:00",27927,30975
"2025-05-11 12:10:00",28955,
"2025-05-11 12:20:00",29938,
"2025-05-11 12:30:00",30694,
"2025-05-11 12:40:00",31589,
"2025-05-11 12:50:00",32539,
"2025-05-11 13:00:00",33378,30937
"2025-05-11 13:10:00",34028,
"2025-05-11 13:20:00",34760,
"2025-05-11 13:30:00",35344,
"2025-05-11 13:40:00",35979,
"2025-05-11 13:50:00",36410,
"2025-05-11 14:00:00",36537,30794
"2025-05-11 14:10:00",36613,
"2025-05-11 14:20:00",36599,
"2025-05-11 14:30:00",36435,
"2025-05-11 14:40:00",36272,
"2025-05-11 14:50:00",35960,
"2025-05-11 15:00:00",35569,30605
"2025-05-11 15:10:00",34812,
"2025-05-11 15:20:00",34324,
"2025-05-11 15:30:00",33775,
"2025-05-11 15:40:00",33272,
"2025-05-11 15:50:00",32757,30605
